source,ownership,name,aliases,country,street_address,city,state,description,primary_type,types_multiple,email,primary_website,phone,facebook,latitude,longitude,function,theme,target audience,network_affiliation,services,fablabs_url,hackerspaces_url,status,flickr,youtube,ustream,mailinglist,last_updated,open_to_exchanges,irc,date_of_founding,number_of_members,wiki,twitter,googleplus,membership_fee,jabber,open_to_residencies,size,g_place_id,image_url,tools ,other_websites,africahubs 
Hackerspaces.org,,Kiberpipa,,Slovenia,"Gosposvetska 2, 1000, Ljubljana, Slovenia",Ljubljana, ,,Workshop,,info@kiberpipa.org,kiberpipa.org,,https://fb.com/kiberpipa,"46 3'18"""," 14 30'14""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Kiberpipa,active,http://www.flickr.com/photos/kiberpipa,http://www.youtube.com/kiberpipa,,,3/26/14,yes,irc://chat.freenode.net/#kiberpipa,10/1/01,1 to 50,,http://twitter.com/kiberpipa,,"Free, but as we need to pay for rent, equipment, etc., people are asked to support us by donating:, https://www.kiberpipa.org/en/support/",,,88__,,,,,
Hackerspaces.org,,KIKA,,Macedonia,"Vasil Stefanovski No. 8, Apartment 1, 1000, Skopje, Macedonia",Skopje, ,,Workshop,,info+kika@slobodensoftver.org.mk,blog.spodeli.org,,https://www.facebook.com/skopjehacklab,"41 59'46"""," 21 25'6""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/KIKA,active,http://www.flickr.com/photos/spodeliznaenje/,,,ossm-members@lists.softver.org.mk,2/6/13,,irc://irc.freenode.net/#lugola,9/9/09,1 to 50,http://wiki.spodeli.org/Hacklab,http://twitter.com/2cmk,,Monthly fee 20 eur.,,,,,,Internet Probe,,
Hackerspaces.org,,Kikidan,,Malaysia,"sungai besi, Malaysia",sungai besi, kuala lampur,,Workshop,,,,,,2.96472,101.77472,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Kikidan,planned,,,,,6/10/10,,,6/11/10,,,,,,,,30,,,,,
Hackerspaces.org,,Kiosk of Piracy,,Germany,"Sophienstiftsplatz 1, 99423, Weimar, Germany",Weimar, ,"The Weimar-based KoCA ___ Kiosk of Contemporary Art was squatted by Anonymous, using it to install the Kiosk of Piracy there. The KOP aims to be a think tank and physical host for offline net activism, such as projects about the sense and absense of copyright and intellectual property (aka Copyfight).",Workshop,,anonymous@kioskofpiracy.org,kioskofpiracy.org,,,"50 58'44"""," 11 19'25""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Kiosk_of_Piracy,active,,,,,11/18/10,,,9/7/09,,,,,,,,6 m__,,,,,
Hackerspaces.org,,Kitchen,,Hungary,"Raday street 30, district 9, Budapest",Budapest, ,,Workshop,,"kitchenbudapest@gmail.com, hello@kitchenbudapest.hu",kitchenbudapest.hu/en,,https://www.facebook.com/kitchenbudapest,47.485719,19.065179,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Kitchen,active,,,,,12/14/08,,,,,,https://twitter.com/KIBU,,,,,,,,,,
Hackerspaces.org,,KLUG.gr (Kozani Linux User's Group,,Greece,"Kozani, Paulou Charisi 23, 50 100, Kozani, Greece",Kozani, West Macedonia,,Workshop,,[[Email::info[at]klug.gr]],klug.gr,,,"40 18'4"""," 21 47'8""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/KLUG.gr_(Kozani_Linux_User%27s_Group,active,,,,,11/21/09,,,10/1/09,1 to 50,,,,Membership fee: 20 Euro/yearly.,,,1 room (100 m__),,,,,
Hackerspaces.org,,Knox Labs,,United States,Mount Vernon,Mount Vernon, Ohio,,Workshop,,admin@knoxlabs.org,knoxlabs.org,(740) 358-0291,https://www.facebook.com/groups/knoxlabs/,40.3928,-82.4808,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Knox_Labs,planned,,,,,9/23/15,,,9/18/15,1 to 50,,,,"$10.00/month (Supporter)\nAllows a member of the community access to our talks and events, membership access to our mailing list, and full access to our computer lab, printer, and wifi., $30.00/month (Tinkerer)\nAllows a member of the community access to all the benefits of the Supporter level, as well as access to the facility, tools, and equipment (Friday, Saturday, and Sunday), One regular sized storage drawer, and 10% off all workshops, $60.00/month (Hacker)\nAllows a member of the community access to all the benefits of the Supporter, and Tinkerer levels as well as access to the facility 24 hours a day, 7 days a week, and one large sized storage container., $100.00/month (Wizard)\nAllows a member of the community access to all the benefits of the Support, Tinkerer, and Hacker levels as well as a private dedicated workspace for projects and storage, and 50% off all workshops.",,,,ChIJuxKvDMbMOYgR6z16d3iVTnk,,,,
Hackerspaces.org,,Krautspace,,Germany,"100132, Krautgasse 26, 07701 Jena-07743, Jena, Germany",Jena, Thuringia,,Workshop,,office@hackspace-jena.de,krautspace.de,0162/6318746,http://facebook.com/HackspaceJena,"50 55'45"""," 11 34'56""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Krautspace,active,,,,https://list.lstsrv.org/pipermail/hackspace-jena/,9/24/13,,,9/1/11,1 to 50,https://www.krautspace.de/hswiki:start,https://twitter.com/HackspaceJena,,"16___/month, 8___/month(reduced Fee);Everybody can come, Membership is for keys only",hackspace@chat.lug-jena.de,,58m__,,,"Kitchen, welding",,
Hackerspaces.org,,L'abscisse,,France,Association COAGUL Centre social et culturel Leo Lagrange rue des prairies 21800 Quetigny,Dijon, ,,Workshop,,c-bureau@outils.coagul.org,coagul.org,,,47.3127,5.11318,,,,Hackerspaces,,,https://wiki.hackerspaces.org/L%27abscisse,active,,,,,8/17/13,yes,irc://irc.freenode.net#coagul,,51 to 100,http://fablab.coagul.org,,,10___/year,,yes,15 m__,,,Drill Press,,
Hackerspaces.org,,L3V,,Germany,"Leverkusen, Germany",Leverkusen, Northrhine-Westphalia,,Workshop,,,l3v.org,,,51.045925,7.01922,,,,Hackerspaces,,,https://wiki.hackerspaces.org/L3V,planned,,,,,10/23/13,Maybe,,,,,,,,,maybe,,,,,,
Hackerspaces.org,,La Paillasse,,France,"226 rue Saint Denis, 92130, Paris, France",Paris, Ile de France,"The biohacklab meets every thursday starting at 8pm in Paris (226 rue Saint Denis 75002 Paris), France._îSee [1]",Workshop,,contact@lapaillasse.org,lapaillasse.org,,https://www.facebook.com/lapaillassehackers,48.8684,2.3524,,,,Hackerspaces,,,https://wiki.hackerspaces.org/La_Paillasse,active,,,,http://lists.tmplab.org/listinfo.cgi/biohacklab-tmplab.org,8/17/14,yes,,5/15/11,51 to 100,,https://twitter.com/lapaillasse,,From 20 euros yearly,,yes,750 m2,,,,,
Hackerspaces.org,,Lab Rats hackerspace,,United States,Fort Lauderdale,Fort Lauderdale, Florida,please email use at labrats.h.s@gmail.com,Workshop,,labrats.h.s@gmail.com,,,,26.0756,-80.1553,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lab_Rats_hackerspace,planned,,,,,9/17/14,,,1/1/14,,,,,,,,,,,,,
Hackerspaces.org,,Labitat,,Denmark,H. C. arsteds Vej 5,Copenhagen, ,Below are pretty pictures from the day of the event.,Workshop,,info@labitat.dk,labitat.dk,+45 3217-HACK,https://www.facebook.com/labitat.dk,55.6763,12.5456,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Labitat,active,http://www.flickr.com/groups/labitat/,http://www.youtube.com/user/labitatcph,,,6/22/15,,ircs://labitat.dk:+6697/#labitat,5/30/09,101 to 500,https://labitat.dk/wiki/,http://twitter.com/labitat_dk,,"150,- DKK/month fee (20 euros)",,,210m__,,,,,
Hackerspaces.org,,LABOR Luzern,,Switzerland,"Lucerne, Switzerland",Lucerne, ,"G _terstrasse 6, Luzern. We're always open on wednesdays at 8 pm.",Workshop,,labor@laborluzern.org,laborluzern.org,,http://www.facebook.com/labor.luzern.1,"47 2'51"""," 8 18'45""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LABOR_Luzern,active,,,,,2/8/13,,,9/1/12,1 to 50,,,,No fee.,,,"20 m2, part of a large studio",,,,,
Hackerspaces.org,,Labor23,,Germany,"Winterhaeuserstrasse 23R, 97084, Wuerzburg, Germany",Wuerzburg, Frankonia,free Hackerspace for creativity and lifestyle ..... -> http://www.labor23.org/,Workshop,,lab23-orga@lists.labor23.org,labor23.org,,,"49 45'40"""," 9 57'35""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Labor23,active,,,,https://lists.labor23.org/mailman/listinfo/,3/21/12,,,3/23/09,1 to 50,,,,"40,-___ monthly",,,160 m^2 and more,,,,,
Hackerspaces.org,,Laboratoire Ouvert Grenoblois,,France,"Grenoble, France",Grenoble, Rh _ne-Alpes,"The best thing to do before coming is to drop a mail on the list, or come and tell us on IRC.",Workshop,,,logre.eu,,,45.1853,5.71116,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laboratoire_Ouvert_Grenoblois,active,,,,http://lists.hackerspaces.org/mailman/listinfo/grenoble-hackerspace,9/3/15,yes,irc://irc.freenode.net/#logre,7/2/10,1 to 50,https://wiki.logre.eu,,,"Annual membership (30___/month), can be paid by standing orderReduced price at 15___/month, Supporter price at 50___/month",,yes,90 m__,,,,,
Hackerspaces.org,,Laboratoire Ouvert Lyonnais,,France,"7 place Louis Chazette, Lyon",Lyon, Rh _ne-Alpes,"En avril 2011, le LOL a rejoint les Petits Debrouillards de Lyon.",Workshop,,root@LaboLyon.fr,labolyon.fr,,,45.7732,4.83726,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laboratoire_Ouvert_Lyonnais,active,http://www.flickr.com/photos/damienclauzel/sets/72157626370586463,http://www.youtube.com/user/LyonOpenLab/videos,,http://lists.hackerspaces.org/mailman/listinfo/lyon-hackerspace,1/13/12,,ircs://irc.lyonopenlab.net:9999/#lol,1/12/11,,http://LaboLyon.fr/wiki/,https://twitter.com/LaboLyon,,5___ / mois_î; Inscription facultative.,,,___100m__,,,,,
Hackerspaces.org,,Laboratoire Ouvert Villeurbannais,,France,"21 place des Maisons Neuves, 69100, Villeurbanne, France",Villeurbanne, Rh _ne-Alpes,Le LOV est un hackerspace  î Villeurbanne actuellement en cours de montage.,Workshop,,,,,,"45 45'21"""," 4 52'39""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laboratoire_Ouvert_Villeurbannais,planned,,,,,7/17/15,yes,,7/17/15,1 to 50,,,,a definir,,no,78m__,,,,,
Hackerspaces.org,,Laboratory B,,United States,"266 Pine St Suite 5, 05401, Burlington",Burlington, Vt,"Laboratory B is a hacker space in Burlington Vt. We are located in a secure bunker in downtown Burlington Vt. Learn more on our About page. We welcome all kinds of folks, into hacking, making, doing fun stuff with technology.",Workshop,,info@laboratoryb.org,laboratoryb.org,802-540-2524 (3 for Lab Phone),https://www.facebook.com/LaboratoryB,44.4744,-73.2108,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laboratory_B,active,,,,,12/3/14,Maybe,irc://irc.freenode.net/laboratoryb,11/27/10,1 to 50,,https://twitter.com/laboratoryb,,At this time expense month to month but are starting at $75 USD monthly. Half for starving hackers/students. Cash or Plastic,,maybe,1000~ Sq Ft.,ChIJq2ytdfh6ykwRbfW3QuS2mU4,,,,
Hackerspaces.org,,Laborazon,,Romania,"12, N.D. Cocea, Brasov, Romania",Brasov, Brasov,A community of makers in Brasov.,Workshop,,,laborazon.ro,,https://www.facebook.com/Laborazon,45.6489,25.6096,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laborazon,active,,,,,6/11/15,,,,,,,,80 RON,,,,,,,,
Hackerspaces.org,,LabOS,,Croatia,"Dom Tehnike, Trg Jurja Kri\xc5\xbeani\xc4\x87a 1, 31000, Osijek, Croatia",Osijek, ,"Our hacklab is opened for public contact us via our facebook account, or mail(labos.hackerspace@gmail.com).",Workshop,,labos.hacklab@gmail.com,hacklabos.org,,https://www.facebook.com/labosHackespace,"45 33'40"""," 18 41'39""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LabOS,active,,,http://www.ustream.tv/channel/labos-live,,9/11/14,,,9/10/12,1 to 50,,,,,,,100 m__,,,,,
Hackerspaces.org,,LabOVE,,France,"Poitiers, France",Poitiers, Vienne,"We can provide service hosting (wiki, website...), boards (arduino, dreamplug) and basical tools.",Workshop,,hiden@red-net.info,modulcopter.org,,,46.580224,0.340375,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LabOVE,planned,,,,,6/16/13,,,,,http://wiki.modulcopter.org,,,,,,,,,,,
Hackerspaces.org,,LabSaintes,,France,"Saintes, France",Saintes, Charente-Maritime,"Recherche des participants dans les environs de Saintes pour la creation d'un Hackerspace. Contact_î: labsaintes [at] openmailbox.org",Workshop,,,,,,"45 44'40"""," -0 38'1""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LabSaintes,planned,,,,,6/15/14,,,,,,,,,,,,,,,,
Hackerspaces.org,,Lafayette Tech Labs,,United States,"337 Columbia St, 47901, Lafayette",Lafayette, Indiana,Participation in Lafayette Tech Labs is currently open with no fees.  At this point we are working on building interest and sharing ideas and knowledge.  As the group grows and acquires tools and places to work (read monthly expenses) it may be necessary to start charging fees.,Workshop,,contact@lafayettetechlabs.org,lafayettetechlabs.org,,,40.4181,-86.8931,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lafayette_Tech_Labs,planned,,,,announce@lafayettetechlabs.org,9/15/12,,,2/19/12,1 to 50,,http://twitter.com/LafTechLabs,,Meetings are free.  There are some fees for projects and as the group acquires tools we may have a membership fee to allow access to those.,,,300 ft^2,ChIJWzB83FodE4gRAY5826XclK0,,,,
Hackerspaces.org,,LagunaLabs,,Mexico,"Blvd. Independencia #730 Col. Centro Pte., 272170, Torreon, Mexico",Torreon, Coahuila,Quien puede formar parte de LagunaLabs,Workshop,,contacto@lagunalabs.com,lagunalabs.com,8712929515,http://www.facebook.com/lagunalabs,25.543,-103.457,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LagunaLabs,planned,,,,,7/18/12,,,8/8/11,1 to 50,,http://www.twitter.com/LagunaLabs,,"Free Cost for meetings.$30 per month.",,,42m__,,,,,
Hackerspaces.org,,Lake Norman Hackerspace,,United States,Huntersville,Huntersville, North Carolina,We are still early in the planning phase.,Workshop,,,,,,35.4107,-80.8429,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lake_Norman_Hackerspace,planned,,,,,9/24/13,Maybe,,9/5/13,,,,,Not determined,,no,,,,,,
Hackerspaces.org,,Lamba Labs,,Lebanon,"Geara bldg, Nahr Street, 1st floor Rmeil, Beirut, Lebanon, 2071, Beirut, Lebanon",Beirut, Beirut,___ùç__ ù_ù_ù____ù_ ______ùê __ùê__ __ùäù___ùê__ ùê__ù_______ù_ __ù_ù___ ______ù_ùêù___ù_ __ùê__ùêùùù___ùêù_ _Å__ ____ùêù_ __ù_ù_ùùù_ùêù_ ____ùùù_ ___ùê____ù___ __ùê__ù_ùêù______.___ __ù_____ ùê____ù_ù_ùùù_ ùê________ __ù_____ù_ù_ ____ __ù_ùù__ ùê__ù___________ù___ùê __ùê___Å______ __ùê__ù_______ù_ ____ù_ù£__ù_ __ù_____ùê __ù___ ù_ù_ùùù_ __ùêù_ù___ ______ùê___!___,Workshop,,contact@lambalabs.org,lambalabs.org,9611568981,http://facebook.com/lambalabs,33.89722,35.52778,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lamba_Labs,active,,,,,4/26/13,,http://webchat.freenode.net/?channels=LLBH&uio=d4,9/11/12,,,https://twitter.com/LambaLabs,,$20/monthly,,,,,,,,
Hackerspaces.org,,Lansing Makers Network,,United States,"502 E. Grand River Avenue, 48906, Lansing",Lansing, Michigan,"The Lansing Makers Network exists to bring diverse people, experiences, and ideas together in a safe environment; to meld technology, art, and culture in new and exciting ways; to share skills, tools, and inspiration; and to marvel at what we make together.",Workshop,,,lansingmakersnetwork.org,,http://facebook.com/LansingMakersNetwork,42.7469,-84.5461,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lansing_Makers_Network,active,,,,http://groups.google.com/group/lansing-makers-network,5/29/13,,,3/14/12,,http://wiki.lansingmakersnetwork.org/,,,,,,5900 ft__,ChIJ65y2XmzqIogRl1X5yV_PlTY,,,,
Hackerspaces.org,,LaOS HackerSpace,,Laos,"Vientiane, Laos",Vientiane, Vientiane,"LaOS mission is to support, create and promote physical and virtual computing, open source hardware and Internet as awhole. To achieve this, LaOS will hold talks, discussions, projects, startups promotion, workshops, organinizing competition locally and will participate in the in international competitions in the near future___Our long-term goal is to spread the concept and philosophy across Laos and to inspire the young generation to understand what is meant to be computer scientist or software and hardware in general.",Workshop,,,,,,17.96639,102.59972,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LaOS_HackerSpace,planned,,,,,2/26/13,,,2/25/13,1 to 50,,,,None,,,15m2,,,,,
Hackerspaces.org,,Laphack,,Finland,"Lappeenranta, Finland",Lappeenranta, Etela-Karjala,You are encouraged to contact Laphack project members:,Workshop,,laphack@2039.org,,,,"61 3'29"""," 28 11'13""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Laphack,planned,,,,,11/5/09,,laphack@irc.link-net.org/7000+ssl,11/5/09,,,,,no fees at this moment but there's going to be some..,,,0,,,,,
Hackerspaces.org,,Largo City Hackerspace,,China,"1201 Weiya  Building, 29 Suzhou St.,Haidian District, Beijing, 100080, Beijing, China",Beijing, Beijing,,Workshop,,wxh@skynetec.com,skynetech.wix.com/lcms,___86 10 5784 6403,,"39 58'47"""," 116 18'36""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Largo_City_Hackerspace,active,,,,,5/22/15,yes,,3/15/13,1 to 50,,,,0,wxh@jabber.hackerspaces.org,yes,50m__,,,"3D Printer, Kitchen",,
Hackerspaces.org,,"Lawrenceville, QC",,Canada,"Lawrenceville, Canada",Lawrenceville, Quebec,Placeholder to gauge interest,Workshop,,,,,,45.422818,-72.341529,,,,Hackerspaces,,,"https://wiki.hackerspaces.org/Lawrenceville,_QC",planned,,,,,3/1/11,,,1/17/11,,,,,TBD,,,TBD,,,,,
Hackerspaces.org,,LBKhackerspace,,United States,Lubbock,Lubbock, Texas,,Workshop,,,,,,33.5779,-101.855,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LBKhackerspace,planned,,,,,5/30/12,,,5/28/12,,,,,"This is NOT a hackerspace yet... just trying to find more people interested in it before i attempt to start one., If you are interested send me an email... craigsl.hutto@gmail.com, Once I/ WE find enough people we might get this thing rolling.",,,,,,,,
Hackerspaces.org,,Le BIB,,France,"11 Rue Desmazes., 34-34000, Montpellier, France OR AFK, 7 rue Francois Perier, Montpellier ??",Montpellier, Herault,,Workshop,,,lebib.org,,,43.6054,3.88607,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Le_BIB,active,,,,https://lebib.org/wws/subscribe/infos,9/3/15,,crasse.inframonde.org:6667 #discutoire,7/1/13,51 to 100,,,,,,,100 m__,,,,,
Hackerspaces.org,,Le Garage,,France,"Saint-\xc3\x89tienne, France",Saint-atienne, ,"Nous sommes une association etudiante creee afin de promouvoir l'open source au sein de l'ecole d'art et de design de Saint atienne.On se reunit toutes les semaines et nous travaillons ensemble autour de projets lies au numerique et au libre.Si vous voulez nous rencontrer n'hesitez pas  î nous envoyer un mail et on fera en sorte que quelqu'un soit l î pour vous ouvrir. (carte magnetique dans l'ecole)",Workshop,,legarage.asso@gmail.com,legarage-gpl.org,,,"45 27'9"""," 4 23'11""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Le_Garage,active,,,,,9/20/12,,,4/1/08,1 to 50,,twitter.com/legarageasso,,"Student association, 5___.",,,~50m__,,,,,
Hackerspaces.org,,Le Loop,,France,"Paris, France",Paris, Ile de France,,Workshop,,contact@leloop.org,leloop.org,,,48.856614,2.352222,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Le_Loop,planned,,,,https://lists.leloop.org/,9/2/15,yes,irc://irc.freenode.net/leloop,1/4/11,,https://wiki.leloop.org/,https://twitter.com/Le_Loop,,Free.,,yes,,,,Internet Probe,,
Hackerspaces.org,,Leigh Virtual Hackspace,,United Kingdom,"Leigh, United Kingdom",Leigh, Lancashire,,Workshop,,,,,https://www.facebook.com/groups/1542875905929456/,"53 29'51"""," -2 30'54""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Leigh_Virtual_Hackspace,active,,,,https://groups.google.com/forum/#!forum/leigh-hackspace,11/14/14,,,11/1/14,,,,,Free at present - we are a Virtual Hackspace meaning we are a hacker community but don't yet have a physical premises,,,,,,,,
Hackerspaces.org,,Leinelab,,Germany,"Hannover, Germany",Hannover, Niedersachsen,,Workshop,,,leinelab.org,,,52.375892,9.73201,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Leinelab,planned,,,,,11/8/12,,,11/6/12,1 to 50,http://www.leinelab.org,https://twitter.com/leinelab,,,,,,,,,,
Hackerspaces.org,,LeodisSpace,,United Kingdom,"Leeds, United Kingdom",Leeds, West Yorkshire,,Workshop,,,,,,"53 49'47"""," -1 33'0""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LeodisSpace,planned,,,,,7/3/09,,,6/19/09,,,,,Nowt!,,,,,,,,
Hackerspaces.org,,LETHAL,,United States,Los Angeles,Los Angeles, California,Come visit us at: http://www.meetup.com/LETHAL/,Workshop,,,meetup.com/lethal,,,34.0167,-118.494,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LETHAL,active,,,,,12/17/13,yes,,2/1/13,101 to 500,,,,Free.  Runs completely on donations.,,no,,ChIJk3IA07rHwoARClCwHMJutXU,,,,
Hackerspaces.org,,Lethbridge Hackspace,,Canada,"Lethbridge, Canada",Lethbridge, Alberta,Facebook page of group to add ideas and generate discussion and interest in the group.,Workshop,,,,,,"49 41'48"""," -112 50'18""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lethbridge_Hackspace,planned,,,,,5/28/11,,,,1 to 50,,,,Free,,,,,,,,
Hackerspaces.org,,LFTUM,,United States,Lafayette,Lafayette, Louisiana,"we are in the process of forming a awesome hackerspace in Lafayette Louisiana. We are looking for help, funding, ideas and mate!",Workshop,,,lftum.com,,,30.2075,-91.992,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LFTUM,planned,,,,,3/19/14,,irc.freenode.net/#hacklouisiana,3/11/14,,,,,,,,possible 10 000 sft,ChIJm4nAWcmcJIYRB0-kSpXng7o,,,,
Hackerspaces.org,,LibreZone,,Mexico,"Mexico City, Mexico",Mexico City, DF,"Ven y conoce Libre ZOne, elige un plan que se adapte a tus necesidades y trabaja en tu propiaZOna, Oficina!",Workshop,,,librezone.com,(52) 5523-0845,,19.395,-99.1711,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LibreZone,active,,,,,12/12/11,,,1/1/10,1 to 50,,http://www.twitter.com/TheLibreZone,,"- Visitante MXN $100.00- Colaborador MXN $500.00- Asociado MXN $1000.00-  Asociado Fijo MXN $1400.00",,,,,,,,
Hackerspaces.org,,LIFO,,Italy,"Piazza de Salvo, Varese, Italy",Varese, ,It opens every monday evening from 21:30 to 23:00 (or possibly later).,Workshop,,info@lifolab.org,lifolab.org,,,"45 48'5"""," 8 50'54""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LIFO,active,,,,,10/5/12,,,,1 to 50,,http://identi.ca/lifo,,,,,9m__,,,,,
Hackerspaces.org,,Lincoln Hacker League,,United States,"3500 N 44th St, Lincoln, NE-, Lincoln",Lincoln, Nebraska,Meeting Wednesday March 16th 7pm.  3500 N 44th St,Workshop,,webmaster@lincolnhackerleague.org,lincolnhackerleague.org,,,40.8472,-96.6583,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Lincoln_Hacker_League,active,,,,,1/10/12,,,12/20/10,1 to 50,,,,,,,,,,,,
Hackerspaces.org,,Little London Hackerspace,,Brazil,"Londrina, Brazil",Londrina, ParanÜ,,Workshop,,,,,,-23.304,-51.1696,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Little_London_Hackerspace,planned,,,,,1/29/13,,,1/29/13,1 to 50,,,,,,,,,,,,
Hackerspaces.org,,Little Rock Hackerspace,,United States,Little Rock,Little Rock, Arkansas,,Workshop,,,hack-man.org,,,34.7465,-92.2896,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Little_Rock_Hackerspace,planned,,,,,7/10/12,,,,,,,,,,,,,,,,
Hackerspaces.org,,Liure,,Colombia,"Buga, Colombia",Buga, Valle,More and updated if at our website liure.uk.to,Workshop,,,liure.uk.to,,,3.8978,-76.3006,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Liure,active,,,,http://www.freelists.org/list/liure,7/10/11,,irc://irc.freenode.net/#liure,10/17/09,1 to 50,http://liure.uk.to,,,"free, but donations are wellcome",,,,,,,,
Hackerspaces.org,,LJUDMILA,,Slovenia,"Rimska cesta 8, 1000 Ljubljana, Ljubljana, Slovenia",Ljubljana, ,Ljubljana Digital Media Lab - LJUDMILA,Workshop,,info@ljudmila.org,ljudmila.org,+386 1 4269530,,"46 2'50"""," 14 30'2""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LJUDMILA,active,,,,,3/17/15,,,11/1/94,1 to 50,http://wiki.ljudmila.org/,,,,,maybe,200 m__,,,,,
Hackerspaces.org,,Localhost,,Belgium,"Kadasterstraat 7, 2300, Turnhout, Belgium",Turnhout, Antwerp,"Space for Kempen area.We are looking for a location in or around Turnhout. Other proposals are welcome.If you feel like starting a space with us, pleas send us a mail, join the mailinglist, or pay a visit at voidwarranties.be",Workshop,,admin@127001.be,127001.be,,,"51 19'58"""," 4 55'58""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/Localhost,planned,,,,http://discuss.hackerspaces.be/listinfo.cgi/localhost-hackerspaces.be,12/10/12,,,8/4/12,,,,,TBD,,,TBD,,,,,
Hackerspaces.org,,LocalWorks,,United States,Flagstaff,Flagstaff, Arizona,,Workshop,,,flaglocalworks.com,,,35.2079,-111.612,,,,Hackerspaces,,,https://wiki.hackerspaces.org/LocalWorks,active,,,,,9/22/13,,,7/30/13,,,,,,,,,ChIJSavfLNqOLYcRUu0nSbOAe34,,,,
Hackerspaces.org,,Logan Laser Lab,,United States,Logan,Logan, Utah,We are currently located in the Engineering Lab basement in rooms L20 & L23.,Workshop,,logan.hackerspace@gmail.com,,,http://www.facebook.com/groups/179594942128501/,41.7422,-111.808,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Logan_Laser_Lab,active,,,,,1/6/12,,,11/8/11,1 to 50,,,,free,,,500sf-1500sf,,,,,
Hackerspaces.org,,Logic House,,Philippines,"Manila, Philippines",Manila, Manila,"First things first: email us at logichouse.group@gmail.com so we can add you up to our Facebook group. It's the closest thing we have to an official membership roster, and we use it to announce club events, job opportunities, and other computer science-related happenings. You should also come to one of our weekly talks! Finally, if you have any suggestions for cool things for the club to do (whether for career development or just something fun), then please contact us!",Workshop,,logichouse.group@gmail.com,logichouse.tk,,https://www.facebook.com/groups/logic.house/,14.61778,121.10278,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Logic_House,active,,,,,2/3/13,,,12/27/10,501 to 1000,,,,Free,,,,,,,,
Hackerspaces.org,,LOHS,,France,"74960, Cran-Gevrier, French",Cran-Gevrier, Rh _ne-Alpes,L'adresse du site est maintenant http://lohs.fr mais vous pouvez toujours utiliser http://hackerspace74.org,Workshop,,,lohs.fr,,,"45 54'28"""," 6 6'24""",,,,Hackerspaces,,,https://wiki.hackerspaces.org/LOHS,active,,,,hackerannecy@ml.free.fr,1/16/15,,,1/1/14,,,https://twitter.com/lohsfr,,,,,,,,,,
Hackerspaces.org,,Londrina,,Brazil,"Londrina, Brazil",Londrina, ParanÜ,,Workshop,,,,,,-23.304,-51.1696,,,,Hackerspaces,,,https://wiki.hackerspaces.org/Londrina,planned,,,,,5/28/13,,,5/28/13,,,,,,,,,,,,,
